date,total_crimes,computer_related,financial_crimes,num_arrests,num_domestic,avg_latitude,avg_longitude
2018-09-14,869,0,13,154,109,41.8492671106589,-87.66893486017756
2018-09-15,802,1,7,136,144,41.843612191213374,-87.66862803911695
2018-09-16,813,0,7,164,166,41.845218793722744,-87.6724219085634
2018-09-17,784,0,24,123,110,41.84566377556665,-87.67078796405944
2018-09-18,734,0,21,134,125,41.84299452056337,-87.66839785449588
2018-09-19,760,1,9,141,113,41.8395086442337,-87.66808584234253
2018-09-20,827,0,19,145,129,41.84334078455938,-87.66914882653717
2018-09-21,824,0,19,152,130,41.84278485565391,-87.67089163306763
2018-09-22,797,0,6,156,157,41.839746768927775,-87.66757768607607
2018-09-23,736,0,8,142,134,41.84022839483879,-87.66939330360935
2018-09-24,796,0,20,130,129,41.844253214988555,-87.6693075841326
2018-09-25,748,0,17,142,98,41.84657876348709,-87.67250681733792
2018-09-26,749,1,13,149,108,41.84646906033338,-87.66706197048562
2018-09-27,707,1,15,140,81,41.84863274470606,-87.67062116658364
2018-09-28,790,1,16,168,105,41.84621845195875,-87.66954368842644
2018-09-29,731,0,10,162,105,41.85226520999444,-87.67290454000832
2018-09-30,738,0,11,157,115,41.84473982437757,-87.67149316357721
2018-10-01,898,1,59,156,133,41.846540237528615,-87.67176141340191
2018-10-02,717,2,21,115,97,41.84979924903102,-87.66950871289137
2018-10-03,676,0,13,111,101,41.84981416259007,-87.6721009005376
2018-10-04,696,2,10,102,104,41.8559355090572,-87.67450145538866
2018-10-05,653,1,20,103,102,41.84651428950545,-87.66804293222921
2018-10-06,726,0,7,108,147,41.844822616966795,-87.66936318073024
2018-10-07,715,0,6,115,162,41.84511749554662,-87.67175453995338
2018-10-08,741,0,14,149,126,41.84560149484238,-87.66914172245517
2018-10-09,744,0,14,159,108,41.84017208414943,-87.66875319467523
2018-10-10,719,0,16,154,129,41.8421003451792,-87.67057705668853
2018-10-11,675,0,16,124,78,41.849545463854135,-87.67159839056995
2018-10-12,704,0,21,137,112,41.85077232296349,-87.67163300590946
2018-10-13,743,0,10,146,116,41.84818574859809,-87.66864514638972
2018-10-14,702,0,8,152,153,41.84157077216591,-87.67052252710963
2018-10-15,705,0,20,112,109,41.84551198009868,-87.67337506207396
2018-10-16,666,0,19,114,97,41.84743404934043,-87.67019082840876
2018-10-17,689,0,23,144,115,41.847698456920284,-87.67168940435307
2018-10-18,720,0,17,158,95,41.8497453282975,-87.67017259929459
2018-10-19,765,0,14,146,111,41.848355729619996,-87.6706644604588
2018-10-20,804,1,12,152,139,41.84691778469986,-87.67144181918549
2018-10-21,643,0,6,109,131,41.8479649790567,-87.67327306708033
2018-10-22,711,0,19,140,108,41.8411066071199,-87.67014792175002
2018-10-23,732,0,18,150,114,41.84584760160082,-87.66734879128222
2018-10-24,801,0,27,155,116,41.84668909688426,-87.66999604299235
2018-10-25,719,0,20,137,111,41.84940898674394,-87.67162322413367
2018-10-26,826,0,21,172,118,41.846296762896536,-87.67328869821058
2018-10-27,785,0,9,129,127,41.84790006601556,-87.66767627088738
2018-10-28,713,0,12,138,132,41.8493896848523,-87.6729643096961
2018-10-29,720,1,18,144,104,41.84382257224683,-87.6656133033103
2018-10-30,762,1,19,181,117,41.84586964640243,-87.67050143025439
2018-10-31,880,1,17,166,107,41.84150815728273,-87.66814544026171
2018-11-01,911,1,47,159,141,41.844333590732994,-87.67111271842317
2018-11-02,780,1,15,168,106,41.84328925799605,-87.6679627758048
2018-11-03,779,0,10,157,153,41.84406437420078,-87.67201725477186
2018-11-04,682,1,6,142,132,41.85112161458349,-87.67400076116694
2018-11-05,702,0,22,155,113,41.83659371165265,-87.66641996630234
2018-11-06,762,0,17,156,110,41.8401051932447,-87.67124961789574
2018-11-07,684,0,13,144,114,41.84384474631296,-87.67109650174208
2018-11-08,673,0,7,136,95,41.84747705224168,-87.67121689327506
2018-11-09,716,0,14,148,107,41.84795401007953,-87.67534631318759
2018-11-10,648,0,7,134,117,41.84471140453625,-87.67100028251889
2018-11-11,647,0,5,128,125,41.84434677217841,-87.67346042682637
2018-11-12,686,0,26,131,127,41.848075319679154,-87.67163655135822
2018-11-13,610,0,20,102,94,41.8456258519174,-87.67145029260715
2018-11-14,634,1,15,134,93,41.84451182699677,-87.67230146938668
2018-11-15,690,0,22,150,98,41.849389689341365,-87.67192209275221
2018-11-16,732,0,15,175,109,41.847308606015474,-87.66923029240448
2018-11-17,668,0,12,144,113,41.84980774612406,-87.6686416518836
2018-11-18,626,0,10,126,127,41.84393911198351,-87.66613109211708
2018-11-19,636,0,23,114,106,41.84533711475721,-87.66817357824766
2018-11-20,699,1,11,133,104,41.84487294195974,-87.6675332165663
2018-11-21,740,2,14,162,103,41.84120531005514,-87.66871383890482
2018-11-22,536,0,7,99,128,41.84182937513361,-87.67205273178811
2018-11-23,749,0,11,167,132,41.84650668753066,-87.66918981651423
2018-11-24,696,0,11,154,97,41.848936733327456,-87.66881366096631
2018-11-25,574,0,6,93,131,41.847598810894006,-87.66843377028268
2018-11-26,560,0,24,95,96,41.83943091163851,-87.66981105122379
2018-11-27,635,1,15,118,92,41.84536590854442,-87.66944134309202
2018-11-28,712,0,22,144,100,41.84430683415192,-87.67157856053979
2018-11-29,671,1,15,139,99,41.84686657341488,-87.66992728984805
2018-11-30,750,0,18,179,101,41.84106837524828,-87.671070068059
2018-12-01,793,0,48,146,133,41.84858354948753,-87.67421063318764
2018-12-02,708,0,12,140,146,41.847396823396565,-87.6719404256976
2018-12-03,769,0,26,125,114,41.84107587999197,-87.66950858157841
2018-12-04,717,0,15,169,100,41.841952691007144,-87.67175944193156
2018-12-05,708,0,26,141,95,41.84600179409769,-87.6696254384038
2018-12-06,717,1,15,141,91,41.852302245454304,-87.67348546326009
2018-12-07,746,0,20,149,109,41.849357515409885,-87.67209953369463
2018-12-08,736,0,8,147,124,41.85462036057983,-87.67132949817508
2018-12-09,689,0,7,141,142,41.84200131039471,-87.67044115758758
2018-12-10,710,0,21,131,104,41.84121045582491,-87.66932100133975
2018-12-11,669,0,23,131,109,41.84668054763759,-87.67192927564689
2018-12-12,754,0,18,127,113,41.846207502103674,-87.67072895930012
2018-12-13,711,0,22,121,91,41.84822449201015,-87.66767263020242
2018-12-14,788,0,18,158,110,41.85027167134847,-87.66923579857615
2018-12-15,742,1,17,149,119,41.84863471856898,-87.67192438542126
2018-12-16,746,1,10,167,133,41.84903439543412,-87.67135805054514
2018-12-17,702,0,24,130,97,41.85092964985776,-87.66756377401815
2018-12-18,709,1,21,140,96,41.84569770462648,-87.67144052365629
2018-12-19,736,0,19,141,112,41.84499463958583,-87.66738992954463
2018-12-20,784,0,26,126,111,41.85235777033558,-87.67182987599999
2018-12-21,800,0,22,128,107,41.85599308785159,-87.67190128602813
2018-12-22,758,0,13,120,133,41.848976615128905,-87.6696942987956
2018-12-23,636,0,8,125,115,41.85247657657236,-87.67249687914966
2018-12-24,606,1,19,100,108,41.84345090136108,-87.66702776746699
2018-12-25,448,1,3,71,128,41.84190143370607,-87.67070199858334
2018-12-26,626,0,15,135,100,41.84281418260438,-87.6682789491286
2018-12-27,625,1,13,116,96,41.84505393816221,-87.67089968670068
2018-12-28,721,0,17,175,122,41.84240909953017,-87.6677023055072
2018-12-29,695,0,10,151,120,41.84620263090555,-87.67003055408551
2018-12-30,668,0,14,122,129,41.837908616071466,-87.66896066443178
2018-12-31,648,0,13,117,104,41.83395362685392,-87.66734726803894
2019-01-01,964,1,62,196,201,41.83895374279624,-87.66718378026133
2019-01-02,647,2,21,143,106,41.83871520381805,-87.66919805957386
2019-01-03,748,0,23,142,122,41.84177751486328,-87.66873616698126
2019-01-04,763,0,21,189,106,41.84423253718681,-87.67222145481048
2019-01-05,778,0,14,195,156,41.84210686243763,-87.67116552745179
2019-01-06,662,0,17,161,123,41.84946923586667,-87.67229441112885
2019-01-07,669,0,16,137,98,41.846445276013526,-87.66821152982011
2019-01-08,700,0,24,135,96,41.84196491131796,-87.67256484758981
2019-01-09,623,0,25,139,97,41.843738270880635,-87.67166438259845
2019-01-10,677,1,16,148,98,41.84316850417391,-87.66892744676821
2019-01-11,778,2,25,187,95,41.84706012594961,-87.67196688700514
2019-01-12,661,1,7,157,117,41.858732784482605,-87.67116626431722
2019-01-13,570,0,5,157,123,41.84471989397715,-87.67384299529706
2019-01-14,634,0,17,145,98,41.848323618687786,-87.67231144691598
2019-01-15,686,0,32,156,110,41.84534863666226,-87.6743069712472
2019-01-16,694,0,15,152,93,41.842643295268154,-87.66675491007237
2019-01-17,645,0,13,152,113,41.84940926771649,-87.67070901765103
2019-01-18,664,0,18,147,98,41.8436554346798,-87.67195503679308
2019-01-19,518,1,11,118,97,41.84468030226603,-87.66987925151648
2019-01-20,493,0,10,118,103,41.843995064660604,-87.66838534245196
2019-01-21,552,0,13,128,87,41.84642503345721,-87.6731265814608
